path	primary_phase	secondary_phases	disposition	evidence_refs	findings_refs	notes
apps/web/app/components/features/admin/__tests__/UserPayoutsTable.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/UserRailMixCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/admin/__tests__/UsersRecyclingActivityCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/auth/GoogleSignInButton.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/cashback/CashbackBalanceCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/cashback/CashbackByMerchantCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/cashback/CashbackCalculator.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/cashback/CashbackEarningsHeadline.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/cashback/FlywheelChip.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/cashback/LinkWalletNudge.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/cashback/MonthlyCashbackChart.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/cashback/PendingCashbackChip.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/cashback/PendingPayoutsCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/cashback/RailMixCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/cashback/__tests__/CashbackBalanceCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/cashback/__tests__/CashbackByMerchantCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/cashback/__tests__/CashbackCalculator.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/cashback/__tests__/CashbackEarningsHeadline.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/cashback/__tests__/FlywheelChip.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/cashback/__tests__/LinkWalletNudge.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/cashback/__tests__/MonthlyCashbackChart.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/cashback/__tests__/PendingCashbackChip.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/cashback/__tests__/PendingPayoutsCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/cashback/__tests__/RailMixCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/home/CashbackStatsBand.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/home/FlywheelStatsBand.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/home/MobileHome.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/home/__tests__/CashbackStatsBand.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/home/__tests__/FlywheelStatsBand.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/onboarding/Onboarding.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/onboarding/__tests__/screen-currency.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/onboarding/__tests__/screen-wallet-intro.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/onboarding/atoms.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/onboarding/screen-biometric.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/onboarding/screen-currency.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/onboarding/screen-wallet-intro.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/onboarding/screens-trust.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/onboarding/signup-tail.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/order/OrderPayoutCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/order/__tests__/OrderPayoutCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/orders/LoopOrdersList.tsx	14	15,16,17,18	reviewed-with-finding	loop-native-payment-recovery-gap.txt; web-vitest-full-run.txt	A4-026	Loop-native orders list reviewed; pending payment rows do not expose recoverable payment instructions; web Vitest/static-boundary evidence refreshed
apps/web/app/components/features/orders/OrdersSummaryHeader.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/orders/__tests__/LoopOrdersList.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/orders/__tests__/OrdersSummaryHeader.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/purchase/AmountSelection.tsx	14	15,16,17,18	reviewed-with-finding	loop-order-denomination-validation.txt; loop-order-client-idempotency-gap.txt; web-vitest-full-run.txt	A4-017,A4-041	Client-side denomination validation reviewed; backend lacks matching authoritative guard; synchronous confirm path depends on parent state to suppress duplicates; web Vitest/static-boundary evidence refreshed
apps/web/app/components/features/purchase/EarnedCashbackCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/purchase/LoopPaymentStep.tsx	14	15,16,17,18	reviewed-with-finding	loop-native-payment-recovery-gap.txt; web-vitest-full-run.txt	A4-026	Payment instruction render depends on one-time create response; web Vitest/static-boundary evidence refreshed
apps/web/app/components/features/purchase/PaymentStep.tsx	14	15,16,17,18	reviewed-no-finding	phase-14-web-runtime notes; web-vitest-full-run.txt		Legacy CTX payment polling, countdown, and error-state path reviewed; web Vitest/static-boundary evidence refreshed
apps/web/app/components/features/purchase/PurchaseComplete.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/purchase/PurchaseContainer.tsx	14	15,16,17,18	reviewed-with-finding	loop-native-payment-recovery-gap.txt; web-loop-payment-method-gap.txt; loop-order-client-idempotency-gap.txt; web-vitest-full-run.txt	A4-026,A4-040,A4-041	Loop-native create response stored only in local React state; Loop-native purchase path hardcodes USDC; purchase attempt does not hold stable idempotency key; web Vitest/static-boundary evidence refreshed
apps/web/app/components/features/purchase/RedeemFlow.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/purchase/__tests__/AmountSelection.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/purchase/__tests__/EarnedCashbackCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/purchase/__tests__/LoopPaymentStep.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/purchase/__tests__/PaymentStep.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/purchase/__tests__/PurchaseComplete.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/purchase/__tests__/RedeemFlow.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/wallet/StellarTrustlineStatus.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/wallet/TrustlineSetupCard.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/features/wallet/__tests__/StellarTrustlineStatus.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/features/wallet/__tests__/TrustlineSetupCard.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
apps/web/app/components/ui/Button.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/ui/Input.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/ui/LazyImage.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/ui/OfflineBanner.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/ui/PageHeader.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/ui/Skeleton.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/ui/Spinner.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/ui/ToastContainer.tsx	14	15,16,17,18	reviewed-no-finding	web-vitest-full-run.txt		Web source file covered by full Vitest run and static boundary scan
apps/web/app/components/ui/__tests__/PageHeader.test.tsx	18	14	reviewed-no-finding	web-vitest-full-run.txt		Web test file covered by full 123-file / 959-test Vitest run
